start load data...
load data1 fine...
Iteration is stopped.
tests size: 51481
load data2 fine...

pred_cur:1 traget_cur:1 832/1643600 832/1643601

pred_cur:1 traget_cur:1 860/3071620 860/3071621

pred_cur:1 traget_cur:1 854/2783610 854/2783611

pred_cur:1 traget_cur:1 885/4411610 885/4411611

pred_cur:1 traget_cur:1 889/4619600 889/4619601

pred_cur:1 traget_cur:1 804/184100 804/184101

pred_cur:1 traget_cur:1 846/2346610 846/2346611

pred_cur:1 traget_cur:1 812/599620 812/599621

pred_cur:1 traget_cur:1 843/2198630 843/2198631

pred_cur:1 traget_cur:1 873/3787110 873/3787111

pred_cur:1 traget_cur:1 876/3907640 876/3907641

pred_cur:1 traget_cur:1 826/1304610 826/1304611

pred_cur:1 traget_cur:1 887/4478130 887/4478131

pred_cur:1 traget_cur:1 887/4492610 887/4492611

pred_cur:1 traget_cur:1 818/910620 818/910621

pred_cur:1 traget_cur:1 806/270100 806/270101

pred_cur:1 traget_cur:1 818/897100 818/897101

pred_cur:1 traget_cur:1 896/4974610 896/4974611

pred_cur:1 traget_cur:1 834/1762640 834/1762641

pred_cur:0 traget_cur:1 820/995630 820/995631

pred_cur:1 traget_cur:1 815/765600 815/765601

pred_cur:1 traget_cur:1 836/1840130 836/1840131

pred_cur:1 traget_cur:1 876/3949630 876/3949631

pred_cur:1 traget_cur:1 802/55620 802/55621

pred_cur:1 traget_cur:1 875/3850600 875/3850601

pred_cur:1 traget_cur:1 843/2203620 843/2203621

pred_cur:1 traget_cur:1 868/3531100 868/3531101

pred_cur:1 traget_cur:1 889/4585120 889/4585121

pred_cur:1 traget_cur:1 889/4583110 889/4583111

pred_cur:1 traget_cur:1 822/1122600 822/1122601

pred_cur:0 traget_cur:1 801/1120 801/1121

pred_cur:1 traget_cur:1 828/1420620 828/1420621

pred_cur:1 traget_cur:1 809/465110 809/465111

pred_cur:1 traget_cur:1 887/4511640 887/4511641

pred_cur:1 traget_cur:1 869/3560110 869/3560111

pred_cur:1 traget_cur:1 863/3274140 863/3274141

pred_cur:1 traget_cur:1 873/3762120 873/3762121

pred_cur:0 traget_cur:1 841/2103600 841/2103601

pred_cur:0 traget_cur:1 843/2204120 843/2204121

pred_cur:1 traget_cur:1 832/1661140 832/1661141

pred_cur:1 traget_cur:1 853/2715640 853/2715641

pred_cur:0 traget_cur:1 898/5081600 898/5081601

pred_cur:1 traget_cur:1 896/4983630 896/4983631

pred_cur:1 traget_cur:1 869/3560140 869/3560141

pred_cur:1 traget_cur:1 899/5116140 899/5116141

pred_cur:1 traget_cur:1 881/4167600 881/4167601

pred_cur:1 traget_cur:1 898/5062610 898/5062611

pred_cur:1 traget_cur:1 808/380630 808/380631

pred_cur:1 traget_cur:1 869/3540640 869/3540641

pred_cur:1 traget_cur:1 881/4201620 881/4201621

pred_cur:1 traget_cur:1 865/3377100 865/3377101

pred_cur:1 traget_cur:1 883/4295110 883/4295111

pred_cur:1 traget_cur:1 836/1843110 836/1843111

pred_cur:1 traget_cur:1 848/2451620 848/2451621

pred_cur:1 traget_cur:1 847/2396110 847/2396111

pred_cur:1 traget_cur:1 809/460600 809/460601

pred_cur:1 traget_cur:1 900/5197110 900/5197111

pred_cur:0 traget_cur:1 862/3222140 862/3222141

pred_cur:1 traget_cur:1 878/4009640 878/4009641

pred_cur:1 traget_cur:1 827/1375110 827/1375111

pred_cur:1 traget_cur:1 892/4773600 892/4773601

pred_cur:1 traget_cur:1 893/4800620 893/4800621

pred_cur:1 traget_cur:1 816/815610 816/815611

pred_cur:0 traget_cur:1 803/127140 803/127141

pred_cur:1 traget_cur:1 817/878100 817/878101

pred_cur:1 traget_cur:1 885/4397640 885/4397641

pred_cur:1 traget_cur:1 869/3557110 869/3557111

pred_cur:1 traget_cur:1 889/4577640 889/4577641

pred_cur:1 traget_cur:1 887/4473100 887/4473101

pred_cur:1 traget_cur:1 817/848600 817/848601

pred_cur:1 traget_cur:1 897/5005630 897/5005631

pred_cur:1 traget_cur:1 825/1262130 825/1262131

pred_cur:1 traget_cur:1 841/2097100 841/2097101

pred_cur:1 traget_cur:1 816/786630 816/786631

pred_cur:1 traget_cur:1 835/1786130 835/1786131

pred_cur:1 traget_cur:1 896/4976600 896/4976601

pred_cur:1 traget_cur:1 834/1743600 834/1743601

pred_cur:1 traget_cur:1 858/2993100 858/2993101

pred_cur:1 traget_cur:1 897/5016600 897/5016601

pred_cur:1 traget_cur:1 896/4943130 896/4943131

pred_cur:1 traget_cur:1 838/1948610 838/1948611

pred_cur:1 traget_cur:1 832/1643100 832/1643101

pred_cur:1 traget_cur:1 846/2389120 846/2389121

pred_cur:1 traget_cur:1 876/3913600 876/3913601

pred_cur:1 traget_cur:1 862/3200110 862/3200111

pred_cur:1 traget_cur:1 880/4153140 880/4153141

pred_cur:1 traget_cur:1 821/1059140 821/1059141

pred_cur:1 traget_cur:1 822/1109600 822/1109601

pred_cur:1 traget_cur:1 888/4543600 888/4543601

pred_cur:1 traget_cur:1 851/2619100 851/2619101

pred_cur:1 traget_cur:1 811/562110 811/562111

pred_cur:0 traget_cur:1 858/2986630 858/2986631

pred_cur:1 traget_cur:1 854/2800630 854/2800631

pred_cur:1 traget_cur:1 822/1137600 822/1137601

pred_cur:1 traget_cur:1 888/4541130 888/4541131

pred_cur:1 traget_cur:1 895/4901120 895/4901121

pred_cur:1 traget_cur:1 865/3359620 865/3359621

pred_cur:1 traget_cur:1 872/3730620 872/3730621

pred_cur:0 traget_cur:1 803/129640 803/129641

pred_cur:1 traget_cur:1 892/4760600 892/4760601

pred_cur:1 traget_cur:1 865/3341630 865/3341631

pred_cur:1 traget_cur:1 856/2869100 856/2869101

pred_cur:1 traget_cur:1 809/466600 809/466601

pred_cur:1 traget_cur:1 823/1145120 823/1145121

pred_cur:0 traget_cur:1 862/3219130 862/3219131

pred_cur:1 traget_cur:1 875/3851120 875/3851121

pred_cur:1 traget_cur:1 892/4775110 892/4775111

pred_cur:1 traget_cur:1 823/1157110 823/1157111

pred_cur:1 traget_cur:1 900/5156610 900/5156611

pred_cur:1 traget_cur:1 871/3681120 871/3681121

pred_cur:1 traget_cur:1 822/1128120 822/1128121

pred_cur:1 traget_cur:1 813/654630 813/654631

pred_cur:1 traget_cur:1 818/916600 818/916601

pred_cur:1 traget_cur:1 898/5055640 898/5055641

pred_cur:1 traget_cur:1 840/2048610 840/2048611

pred_cur:1 traget_cur:1 803/116610 803/116611

pred_cur:1 traget_cur:1 816/795640 816/795641

pred_cur:1 traget_cur:1 805/245640 805/245641

pred_cur:1 traget_cur:1 878/4010100 878/4010101

pred_cur:1 traget_cur:1 815/745620 815/745621

pred_cur:1 traget_cur:1 851/2647610 851/2647611

pred_cur:1 traget_cur:1 871/3640100 871/3640101

pred_cur:1 traget_cur:1 844/2273610 844/2273611

pred_cur:1 traget_cur:1 879/4075100 879/4075101

pred_cur:1 traget_cur:1 846/2388110 846/2388111

pred_cur:1 traget_cur:1 839/2001620 839/2001621

pred_cur:1 traget_cur:1 860/3070630 860/3070631

pred_cur:1 traget_cur:1 879/4073640 879/4073641

pred_cur:1 traget_cur:1 857/2947130 857/2947131

pred_cur:1 traget_cur:1 806/298620 806/298621

pred_cur:1 traget_cur:1 816/811600 816/811601

pred_cur:1 traget_cur:1 870/3590640 870/3590641

pred_cur:0 traget_cur:1 885/4370100 885/4370101

pred_cur:1 traget_cur:1 829/1485110 829/1485111

pred_cur:1 traget_cur:1 804/199110 804/199111

pred_cur:1 traget_cur:1 813/654100 813/654101

pred_cur:1 traget_cur:1 894/4852620 894/4852621

pred_cur:1 traget_cur:1 850/2578130 850/2578131

pred_cur:1 traget_cur:1 849/2510640 849/2510641

pred_cur:1 traget_cur:1 899/5116610 899/5116611

pred_cur:1 traget_cur:1 888/4543640 888/4543641

pred_cur:1 traget_cur:1 879/4065100 879/4065101

pred_cur:0 traget_cur:1 885/4406620 885/4406621

pred_cur:1 traget_cur:1 887/4509620 887/4509621

pred_cur:1 traget_cur:1 887/4512140 887/4512141

pred_cur:1 traget_cur:1 900/5171620 900/5171621

pred_cur:1 traget_cur:1 818/898130 818/898131

pred_cur:1 traget_cur:1 871/3689640 871/3689641

pred_cur:0 traget_cur:1 849/2519640 849/2519641

pred_cur:1 traget_cur:1 844/2252600 844/2252601

pred_cur:1 traget_cur:1 872/3737120 872/3737121

pred_cur:1 traget_cur:1 822/1127610 822/1127611

pred_cur:1 traget_cur:1 898/5079130 898/5079131

pred_cur:1 traget_cur:1 805/244130 805/244131

pred_cur:1 traget_cur:1 828/1452640 828/1452641

pred_cur:1 traget_cur:1 841/2096120 841/2096121

pred_cur:1 traget_cur:1 845/2318100 845/2318101

pred_cur:0 traget_cur:1 833/1703140 833/1703141

pred_cur:1 traget_cur:1 883/4309120 883/4309121

pred_cur:1 traget_cur:1 876/3930120 876/3930121

pred_cur:1 traget_cur:1 854/2797130 854/2797131

pred_cur:1 traget_cur:1 803/135640 803/135641

pred_cur:1 traget_cur:1 824/1211130 824/1211131

pred_cur:1 traget_cur:1 823/1163630 823/1163631

pred_cur:1 traget_cur:1 865/3347610 865/3347611

pred_cur:1 traget_cur:1 895/4889610 895/4889611

pred_cur:1 traget_cur:1 817/871620 817/871621

pred_cur:1 traget_cur:1 841/2127100 841/2127101

pred_cur:1 traget_cur:1 886/4436620 886/4436621

pred_cur:1 traget_cur:1 894/4884600 894/4884601

pred_cur:1 traget_cur:1 819/949140 819/949141

pred_cur:1 traget_cur:1 871/3648140 871/3648141

pred_cur:1 traget_cur:1 856/2891620 856/2891621

pred_cur:1 traget_cur:1 890/4643100 890/4643101

pred_cur:1 traget_cur:1 812/602640 812/602641

pred_cur:1 traget_cur:1 822/1129600 822/1129601

pred_cur:1 traget_cur:1 834/1730600 834/1730601

pred_cur:0 traget_cur:1 803/152620 803/152621

pred_cur:1 traget_cur:1 883/4298620 883/4298621

pred_cur:1 traget_cur:1 811/546630 811/546631

pred_cur:0 traget_cur:1 843/2201640 843/2201641

pred_cur:1 traget_cur:1 817/853630 817/853631

pred_cur:1 traget_cur:1 836/1864610 836/1864611

pred_cur:1 traget_cur:1 887/4485120 887/4485121

pred_cur:1 traget_cur:1 873/3793110 873/3793111

pred_cur:1 traget_cur:1 841/2108110 841/2108111

pred_cur:1 traget_cur:1 865/3347620 865/3347621

pred_cur:1 traget_cur:1 878/4033610 878/4033611

pred_cur:1 traget_cur:1 865/3328120 865/3328121

pred_cur:1 traget_cur:1 810/515130 810/515131

pred_cur:1 traget_cur:1 895/4927640 895/4927641

pred_cur:1 traget_cur:1 808/373620 808/373621

pred_cur:1 traget_cur:1 833/1698620 833/1698621

pred_cur:1 traget_cur:1 849/2530620 849/2530621

pred_cur:1 traget_cur:1 869/3575130 869/3575131

pred_cur:1 traget_cur:1 812/588640 812/588641

pred_cur:1 traget_cur:1 826/1327620 826/1327621

pred_cur:1 traget_cur:1 877/3981140 877/3981141

pred_cur:1 traget_cur:1 893/4802600 893/4802601

pred_cur:1 traget_cur:1 842/2176620 842/2176621

pred_cur:1 traget_cur:1 855/2816130 855/2816131

pred_cur:1 traget_cur:1 882/4260100 882/4260101

pred_cur:1 traget_cur:1 826/1342640 826/1342641

pred_cur:1 traget_cur:1 810/490100 810/490101

pred_cur:1 traget_cur:1 852/2670600 852/2670601

pred_cur:0 traget_cur:1 812/609600 812/609601

pred_cur:1 traget_cur:1 872/3692110 872/3692111

pred_cur:1 traget_cur:1 866/3419100 866/3419101

pred_cur:0 traget_cur:1 884/4332100 884/4332101

pred_cur:1 traget_cur:1 879/4059630 879/4059631

pred_cur:1 traget_cur:1 830/1509130 830/1509131

pred_cur:1 traget_cur:1 877/3983620 877/3983621

pred_cur:1 traget_cur:1 822/1107120 822/1107121

pred_cur:1 traget_cur:1 857/2954610 857/2954611

pred_cur:1 traget_cur:1 896/4965630 896/4965631

pred_cur:1 traget_cur:1 833/1709110 833/1709111

pred_cur:1 traget_cur:1 819/968600 819/968601

pred_cur:1 traget_cur:1 895/4904140 895/4904141

pred_cur:1 traget_cur:1 852/2701110 852/2701111

pred_cur:1 traget_cur:1 874/3835110 874/3835111

pred_cur:1 traget_cur:1 827/1388620 827/1388621

pred_cur:1 traget_cur:1 808/370120 808/370121

pred_cur:1 traget_cur:1 842/2164600 842/2164601

pred_cur:1 traget_cur:1 845/2327110 845/2327111

pred_cur:1 traget_cur:1 836/1821140 836/1821141

pred_cur:1 traget_cur:1 802/82640 802/82641

pred_cur:1 traget_cur:1 846/2349100 846/2349101

pred_cur:1 traget_cur:1 816/809600 816/809601

pred_cur:1 traget_cur:1 864/3301640 864/3301641

pred_cur:1 traget_cur:1 860/3073140 860/3073141

pred_cur:1 traget_cur:1 880/4158120 880/4158121

pred_cur:1 traget_cur:1 863/3274640 863/3274641

pred_cur:1 traget_cur:1 803/132110 803/132111

pred_cur:1 traget_cur:1 871/3673100 871/3673101

pred_cur:1 traget_cur:1 858/2998610 858/2998611

pred_cur:1 traget_cur:1 822/1116130 822/1116131

pred_cur:1 traget_cur:1 898/5044630 898/5044631

pred_cur:1 traget_cur:1 879/4063610 879/4063611

pred_cur:1 traget_cur:1 885/4419130 885/4419131

pred_cur:1 traget_cur:1 841/2095100 841/2095101

pred_cur:1 traget_cur:1 827/1367120 827/1367121

pred_cur:1 traget_cur:1 849/2546130 849/2546131

pred_cur:1 traget_cur:1 832/1653110 832/1653111

pred_cur:1 traget_cur:1 806/285110 806/285111

pred_cur:1 traget_cur:1 855/2811610 855/2811611

pred_cur:1 traget_cur:1 871/3666600 871/3666601

pred_cur:1 traget_cur:1 817/867600 817/867601

pred_cur:1 traget_cur:1 803/106100 803/106101

pred_cur:1 traget_cur:1 892/4745600 892/4745601

pred_cur:1 traget_cur:1 812/611120 812/611121

pred_cur:1 traget_cur:1 864/3280640 864/3280641

pred_cur:1 traget_cur:1 874/3846110 874/3846111

pred_cur:1 traget_cur:1 883/4297100 883/4297101

pred_cur:1 traget_cur:1 870/3594120 870/3594121

pred_cur:1 traget_cur:1 856/2885600 856/2885601

pred_cur:1 traget_cur:1 867/3472640 867/3472641

pred_cur:1 traget_cur:1 811/527140 811/527141

pred_cur:1 traget_cur:1 837/1894640 837/1894641

pred_cur:1 traget_cur:1 872/3692120 872/3692121

pred_cur:1 traget_cur:1 850/2597630 850/2597631

pred_cur:1 traget_cur:1 899/5145630 899/5145631

pred_cur:1 traget_cur:1 897/5002640 897/5002641

pred_cur:1 traget_cur:1 871/3682600 871/3682601

pred_cur:1 traget_cur:1 805/249110 805/249111

pred_cur:0 traget_cur:1 805/217110 805/217111

pred_cur:0 traget_cur:1 857/2955600 857/2955601

pred_cur:1 traget_cur:1 867/3477100 867/3477101

pred_cur:1 traget_cur:1 845/2302140 845/2302141

pred_cur:1 traget_cur:1 821/1057120 821/1057121

pred_cur:1 traget_cur:1 845/2301120 845/2301121

pred_cur:1 traget_cur:1 870/3637600 870/3637601

pred_cur:0 traget_cur:1 803/115120 803/115121

pred_cur:1 traget_cur:1 880/4139100 880/4139101

pred_cur:1 traget_cur:1 836/1871630 836/1871631

pred_cur:1 traget_cur:1 813/628600 813/628601

pred_cur:1 traget_cur:1 882/4219620 882/4219621

pred_cur:1 traget_cur:1 830/1535610 830/1535611

pred_cur:1 traget_cur:1 822/1113640 822/1113641

pred_cur:1 traget_cur:1 894/4847640 894/4847641

pred_cur:1 traget_cur:1 870/3625640 870/3625641

pred_cur:1 traget_cur:1 843/2193640 843/2193641

pred_cur:1 traget_cur:1 855/2816630 855/2816631

pred_cur:1 traget_cur:1 878/4050100 878/4050101

pred_cur:0 traget_cur:1 898/5060100 898/5060101

pred_cur:1 traget_cur:1 892/4744130 892/4744131

pred_cur:1 traget_cur:1 871/3682630 871/3682631

pred_cur:1 traget_cur:1 825/1274630 825/1274631

pred_cur:1 traget_cur:1 881/4208600 881/4208601

pred_cur:1 traget_cur:1 812/617630 812/617631

pred_cur:1 traget_cur:1 848/2444640 848/2444641

pred_cur:0 traget_cur:1 892/4736600 892/4736601

pred_cur:1 traget_cur:1 896/4956120 896/4956121

pred_cur:1 traget_cur:1 870/3607640 870/3607641

pred_cur:1 traget_cur:1 889/4607600 889/4607601

pred_cur:1 traget_cur:1 841/2090130 841/2090131

pred_cur:1 traget_cur:1 849/2544100 849/2544101

pred_cur:1 traget_cur:1 868/3529620 868/3529621

pred_cur:1 traget_cur:1 812/602100 812/602101

pred_cur:1 traget_cur:1 816/800640 816/800641

pred_cur:1 traget_cur:1 900/5172140 900/5172141

pred_cur:1 traget_cur:1 857/2957620 857/2957621

pred_cur:1 traget_cur:1 865/3336130 865/3336131

pred_cur:1 traget_cur:1 861/3139130 861/3139131

pred_cur:1 traget_cur:1 848/2470600 848/2470601

pred_cur:1 traget_cur:1 866/3424130 866/3424131

pred_cur:1 traget_cur:1 825/1287630 825/1287631

pred_cur:1 traget_cur:1 892/4743610 892/4743611

pred_cur:0 traget_cur:1 883/4275110 883/4275111

pred_cur:1 traget_cur:1 848/2445640 848/2445641

pred_cur:1 traget_cur:1 867/3479610 867/3479611

pred_cur:1 traget_cur:1 850/2558620 850/2558621

pred_cur:1 traget_cur:1 893/4819120 893/4819121

pred_cur:1 traget_cur:1 867/3432610 867/3432611

pred_cur:1 traget_cur:1 900/5155130 900/5155131

pred_cur:1 traget_cur:1 869/3556110 869/3556111

pred_cur:1 traget_cur:1 873/3744130 873/3744131

pred_cur:1 traget_cur:1 818/906630 818/906631

pred_cur:1 traget_cur:1 805/248610 805/248611

pred_cur:1 traget_cur:1 866/3381120 866/3381121

pred_cur:1 traget_cur:1 816/822130 816/822131

pred_cur:0 traget_cur:1 801/26120 801/26121

pred_cur:1 traget_cur:1 824/1223610 824/1223611

pred_cur:1 traget_cur:1 850/2573640 850/2573641

pred_cur:1 traget_cur:1 802/80600 802/80601

pred_cur:1 traget_cur:1 841/2112630 841/2112631

pred_cur:0 traget_cur:1 883/4306110 883/4306111

pred_cur:1 traget_cur:1 849/2526110 849/2526111

pred_cur:1 traget_cur:1 868/3509620 868/3509621

pred_cur:1 traget_cur:1 854/2781110 854/2781111

pred_cur:1 traget_cur:1 802/61110 802/61111

pred_cur:1 traget_cur:1 832/1649640 832/1649641

pred_cur:1 traget_cur:1 898/5069130 898/5069131

pred_cur:1 traget_cur:1 900/5196620 900/5196621

pred_cur:1 traget_cur:1 856/2905130 856/2905131

pred_cur:1 traget_cur:1 873/3769600 873/3769601

pred_cur:1 traget_cur:1 895/4929120 895/4929121

pred_cur:1 traget_cur:1 810/497100 810/497101

pred_cur:1 traget_cur:1 801/11120 801/11121

pred_cur:1 traget_cur:1 819/979140 819/979141

pred_cur:1 traget_cur:1 833/1684140 833/1684141

pred_cur:1 traget_cur:1 813/635120 813/635121

pred_cur:1 traget_cur:1 805/228110 805/228111

pred_cur:1 traget_cur:1 898/5063110 898/5063111

pred_cur:1 traget_cur:1 836/1870640 836/1870641

pred_cur:1 traget_cur:1 839/2009630 839/2009631

pred_cur:1 traget_cur:1 866/3415630 866/3415631

pred_cur:1 traget_cur:1 814/687640 814/687641

pred_cur:1 traget_cur:1 829/1501110 829/1501111

pred_cur:1 traget_cur:1 850/2570600 850/2570601

pred_cur:1 traget_cur:1 846/2386640 846/2386641

pred_cur:1 traget_cur:1 828/1412100 828/1412101

pred_cur:1 traget_cur:1 895/4900600 895/4900601

pred_cur:1 traget_cur:1 814/701640 814/701641

pred_cur:1 traget_cur:1 804/183140 804/183141

pred_cur:1 traget_cur:1 827/1381130 827/1381131

pred_cur:1 traget_cur:1 886/4429120 886/4429121

pred_cur:1 traget_cur:1 832/1641610 832/1641611

pred_cur:1 traget_cur:1 878/4054610 878/4054611

pred_cur:0 traget_cur:1 846/2359120 846/2359121

pred_cur:1 traget_cur:1 847/2437110 847/2437111

pred_cur:1 traget_cur:1 824/1203120 824/1203121

pred_cur:1 traget_cur:1 881/4161600 881/4161601

pred_cur:1 traget_cur:1 889/4587630 889/4587631

pred_cur:1 traget_cur:1 878/4005120 878/4005121

pred_cur:1 traget_cur:1 870/3604610 870/3604611

pred_cur:1 traget_cur:1 900/5196100 900/5196101

pred_cur:1 traget_cur:1 888/4540630 888/4540631

pred_cur:1 traget_cur:1 884/4367140 884/4367141

pred_cur:1 traget_cur:1 864/3309110 864/3309111

pred_cur:1 traget_cur:1 834/1724640 834/1724641

pred_cur:1 traget_cur:1 843/2208640 843/2208641

pred_cur:1 traget_cur:1 872/3720610 872/3720611

pred_cur:1 traget_cur:1 821/1044140 821/1044141

pred_cur:1 traget_cur:1 828/1435600 828/1435601

pred_cur:1 traget_cur:1 822/1134620 822/1134621

pred_cur:1 traget_cur:1 846/2386130 846/2386131

pred_cur:1 traget_cur:1 864/3308600 864/3308601

pred_cur:1 traget_cur:1 895/4937120 895/4937121

pred_cur:1 traget_cur:1 856/2910130 856/2910131

pred_cur:1 traget_cur:1 875/3853610 875/3853611

pred_cur:1 traget_cur:1 817/833110 817/833111

pred_cur:1 traget_cur:1 838/1957640 838/1957641

pred_cur:0 traget_cur:1 847/2411600 847/2411601

pred_cur:1 traget_cur:1 862/3210600 862/3210601

pred_cur:1 traget_cur:1 806/298130 806/298131

pred_cur:1 traget_cur:1 867/3469620 867/3469621

pred_cur:1 traget_cur:1 859/3037130 859/3037131

pred_cur:1 traget_cur:1 881/4173600 881/4173601

pred_cur:1 traget_cur:1 865/3333600 865/3333601

pred_cur:1 traget_cur:1 877/3967610 877/3967611

pred_cur:1 traget_cur:1 868/3503110 868/3503111

pred_cur:0 traget_cur:1 807/338120 807/338121

pred_cur:1 traget_cur:1 867/3479620 867/3479621

pred_cur:1 traget_cur:1 809/465140 809/465141

pred_cur:1 traget_cur:1 878/4024640 878/4024641

pred_cur:1 traget_cur:1 899/5109630 899/5109631

pred_cur:1 traget_cur:1 832/1657140 832/1657141

pred_cur:1 traget_cur:1 857/2917130 857/2917131

pred_cur:1 traget_cur:1 811/539630 811/539631

pred_cur:1 traget_cur:1 874/3801140 874/3801141

pred_cur:1 traget_cur:1 837/1882630 837/1882631

pred_cur:1 traget_cur:1 850/2549130 850/2549131

pred_cur:1 traget_cur:1 821/1085130 821/1085131

pred_cur:1 traget_cur:1 807/352610 807/352611

pred_cur:1 traget_cur:1 897/5009100 897/5009101

pred_cur:1 traget_cur:1 877/3981610 877/3981611

pred_cur:1 traget_cur:1 814/702110 814/702111

pred_cur:1 traget_cur:1 888/4568130 888/4568131

pred_cur:1 traget_cur:1 826/1320600 826/1320601

pred_cur:1 traget_cur:1 818/887620 818/887621

pred_cur:1 traget_cur:1 848/2459140 848/2459141

pred_cur:1 traget_cur:1 888/4537640 888/4537641

pred_cur:0 traget_cur:1 844/2238110 844/2238111

pred_cur:0 traget_cur:1 841/2105600 841/2105601

pred_cur:1 traget_cur:1 838/1953110 838/1953111

pred_cur:1 traget_cur:1 817/862600 817/862601

pred_cur:1 traget_cur:1 887/4506140 887/4506141

pred_cur:1 traget_cur:1 895/4910640 895/4910641

pred_cur:1 traget_cur:1 834/1737610 834/1737611

pred_cur:1 traget_cur:1 832/1645640 832/1645641

pred_cur:0 traget_cur:1 837/1874140 837/1874141

pred_cur:1 traget_cur:1 807/320120 807/320121

pred_cur:1 traget_cur:1 877/3979620 877/3979621

pred_cur:1 traget_cur:1 869/3581600 869/3581601

pred_cur:1 traget_cur:1 811/558610 811/558611

pred_cur:1 traget_cur:1 838/1930140 838/1930141

pred_cur:1 traget_cur:1 887/4498600 887/4498601

pred_cur:1 traget_cur:1 886/4443600 886/4443601

pred_cur:1 traget_cur:1 801/44100 801/44101

pred_cur:1 traget_cur:1 846/2371600 846/2371601

pred_cur:1 traget_cur:1 805/237140 805/237141

pred_cur:1 traget_cur:1 804/183610 804/183611

pred_cur:1 traget_cur:1 879/4072600 879/4072601

pred_cur:1 traget_cur:1 877/4003630 877/4003631

pred_cur:1 traget_cur:1 819/937630 819/937631

pred_cur:1 traget_cur:1 851/2621610 851/2621611

pred_cur:1 traget_cur:1 843/2207120 843/2207121

pred_cur:1 traget_cur:1 825/1288140 825/1288141

pred_cur:1 traget_cur:1 825/1295620 825/1295621

pred_cur:1 traget_cur:1 806/289140 806/289141

pred_cur:1 traget_cur:1 837/1886140 837/1886141

pred_cur:1 traget_cur:1 881/4200600 881/4200601

pred_cur:1 traget_cur:1 863/3243110 863/3243111

pred_cur:1 traget_cur:1 801/21130 801/21131

pred_cur:1 traget_cur:1 806/285600 806/285601

pred_cur:1 traget_cur:1 896/4975120 896/4975121

pred_cur:1 traget_cur:1 892/4772630 892/4772631

pred_cur:1 traget_cur:1 865/3365100 865/3365101

pred_cur:1 traget_cur:1 895/4904640 895/4904641

pred_cur:1 traget_cur:1 843/2221610 843/2221611

pred_cur:1 traget_cur:1 835/1787630 835/1787631

pred_cur:1 traget_cur:1 811/554610 811/554611

pred_cur:1 traget_cur:1 805/221120 805/221121

pred_cur:1 traget_cur:1 844/2242600 844/2242601

pred_cur:1 traget_cur:1 840/2075140 840/2075141

pred_cur:1 traget_cur:1 878/4039620 878/4039621

pred_cur:1 traget_cur:1 875/3895130 875/3895131

pred_cur:1 traget_cur:1 841/2109140 841/2109141

pred_cur:1 traget_cur:1 803/143140 803/143141

pred_cur:1 traget_cur:1 829/1494620 829/1494621

pred_cur:1 traget_cur:1 870/3633110 870/3633111

pred_cur:1 traget_cur:1 826/1338100 826/1338101

pred_cur:1 traget_cur:1 829/1472640 829/1472641

pred_cur:1 traget_cur:1 891/4704630 891/4704631

pred_cur:1 traget_cur:1 857/2934610 857/2934611

pred_cur:1 traget_cur:1 854/2771640 854/2771641

pred_cur:1 traget_cur:1 803/138120 803/138121

pred_cur:1 traget_cur:1 813/633120 813/633121

pred_cur:1 traget_cur:1 896/4983130 896/4983131

pred_cur:1 traget_cur:1 877/3955140 877/3955141

pred_cur:1 traget_cur:1 897/5020620 897/5020621

pred_cur:1 traget_cur:1 881/4182140 881/4182141

pred_cur:1 traget_cur:1 808/368130 808/368131

pred_cur:1 traget_cur:1 836/1838100 836/1838101

pred_cur:1 traget_cur:1 877/3953620 877/3953621

pred_cur:1 traget_cur:1 861/3146120 861/3146121

pred_cur:1 traget_cur:1 900/5149110 900/5149111

pred_cur:1 traget_cur:1 880/4125100 880/4125101

pred_cur:1 traget_cur:1 886/4441640 886/4441641

pred_cur:1 traget_cur:1 857/2918620 857/2918621

pred_cur:1 traget_cur:1 839/1982620 839/1982621

pred_cur:1 traget_cur:1 813/641140 813/641141

pred_cur:1 traget_cur:1 885/4389630 885/4389631

pred_cur:1 traget_cur:1 819/948110 819/948111

pred_cur:1 traget_cur:1 818/886620 818/886621

pred_cur:1 traget_cur:1 881/4204140 881/4204141

pred_cur:1 traget_cur:1 853/2717120 853/2717121

pred_cur:1 traget_cur:1 841/2118110 841/2118111

