start load data...
load data1 fine...
Iteration is stopped.
tests size: 50115
load data2 fine...

pred_cur:1 traget_cur:1 ic/712/593620 ic/712/593621

pred_cur:1 traget_cur:1 ic/753/2744630 ic/753/2744631

pred_cur:0 traget_cur:1 ic/719/971620 ic/719/971621

pred_cur:1 traget_cur:1 ic/787/4516630 ic/787/4516631

pred_cur:1 traget_cur:1 ic/753/2754120 ic/753/2754121

pred_cur:1 traget_cur:1 ic/753/2747620 ic/753/2747621

pred_cur:1 traget_cur:1 ic/790/4629130 ic/790/4629131

pred_cur:1 traget_cur:1 ic/779/4100100 ic/779/4100101

pred_cur:1 traget_cur:1 ic/752/2653630 ic/752/2653631

pred_cur:1 traget_cur:1 ic/722/1103120 ic/722/1103121

pred_cur:1 traget_cur:1 ic/706/288600 ic/706/288601

pred_cur:1 traget_cur:1 ic/703/148630 ic/703/148631

pred_cur:1 traget_cur:1 ic/713/635120 ic/713/635121

pred_cur:1 traget_cur:1 ic/800/5189600 ic/800/5189601

pred_cur:1 traget_cur:1 ic/727/1381140 ic/727/1381141

pred_cur:1 traget_cur:1 ic/717/879630 ic/717/879631

pred_cur:1 traget_cur:1 ic/722/1114140 ic/722/1114141

pred_cur:1 traget_cur:1 ic/780/4118110 ic/780/4118111

pred_cur:1 traget_cur:1 ic/799/5142120 ic/799/5142121

pred_cur:1 traget_cur:1 ic/749/2497140 ic/749/2497141

pred_cur:0 traget_cur:1 ic/713/631640 ic/713/631641

pred_cur:1 traget_cur:1 ic/721/1057130 ic/721/1057131

pred_cur:1 traget_cur:1 ic/757/2931620 ic/757/2931621

pred_cur:1 traget_cur:1 ic/778/4035640 ic/778/4035641

pred_cur:1 traget_cur:1 ic/701/36620 ic/701/36621

pred_cur:1 traget_cur:1 ic/706/297110 ic/706/297111

pred_cur:1 traget_cur:1 ic/772/3692600 ic/772/3692601

pred_cur:1 traget_cur:1 ic/731/1568610 ic/731/1568611

pred_cur:1 traget_cur:1 ic/726/1316140 ic/726/1316141

pred_cur:1 traget_cur:1 ic/785/4399120 ic/785/4399121

pred_cur:1 traget_cur:1 ic/728/1445610 ic/728/1445611

pred_cur:1 traget_cur:1 ic/704/197120 ic/704/197121

pred_cur:1 traget_cur:1 ic/725/1262630 ic/725/1262631

pred_cur:1 traget_cur:1 ic/708/392130 ic/708/392131

pred_cur:1 traget_cur:1 ic/765/3356130 ic/765/3356131

pred_cur:1 traget_cur:1 ic/717/840140 ic/717/840141

pred_cur:1 traget_cur:1 ic/722/1136640 ic/722/1136641

pred_cur:1 traget_cur:1 ic/749/2534630 ic/749/2534631

pred_cur:1 traget_cur:1 ic/705/256610 ic/705/256611

pred_cur:1 traget_cur:1 ic/774/3819610 ic/774/3819611

pred_cur:1 traget_cur:1 ic/794/4836620 ic/794/4836621

pred_cur:0 traget_cur:1 ic/760/3078620 ic/760/3078621

pred_cur:1 traget_cur:1 ic/743/2201600 ic/743/2201601

pred_cur:1 traget_cur:1 ic/732/1652120 ic/732/1652121

pred_cur:1 traget_cur:1 ic/719/943610 ic/719/943611

pred_cur:1 traget_cur:1 ic/705/238140 ic/705/238141

pred_cur:1 traget_cur:1 ic/725/1294640 ic/725/1294641

pred_cur:1 traget_cur:1 ic/703/111620 ic/703/111621

pred_cur:1 traget_cur:1 ic/786/4426120 ic/786/4426121

pred_cur:1 traget_cur:1 ic/739/2009640 ic/739/2009641

pred_cur:0 traget_cur:1 ic/758/2999120 ic/758/2999121

pred_cur:1 traget_cur:1 ic/794/4846110 ic/794/4846111

pred_cur:1 traget_cur:1 ic/751/2650630 ic/751/2650631

pred_cur:1 traget_cur:1 ic/762/3207610 ic/762/3207611

pred_cur:1 traget_cur:1 ic/705/253630 ic/705/253631

pred_cur:1 traget_cur:1 ic/767/3462130 ic/767/3462131

pred_cur:1 traget_cur:1 ic/720/1028620 ic/720/1028621

pred_cur:1 traget_cur:1 ic/743/2212120 ic/743/2212121

pred_cur:1 traget_cur:1 ic/748/2450640 ic/748/2450641

pred_cur:1 traget_cur:1 ic/770/3590620 ic/770/3590621

pred_cur:1 traget_cur:1 ic/751/2627630 ic/751/2627631

pred_cur:1 traget_cur:1 ic/723/1183140 ic/723/1183141

pred_cur:1 traget_cur:1 ic/769/3566130 ic/769/3566131

pred_cur:1 traget_cur:1 ic/782/4238620 ic/782/4238621

pred_cur:1 traget_cur:1 ic/758/3007130 ic/758/3007131

pred_cur:1 traget_cur:1 ic/730/1554630 ic/730/1554631

pred_cur:1 traget_cur:1 ic/765/3334630 ic/765/3334631

pred_cur:1 traget_cur:1 ic/712/622620 ic/712/622621

pred_cur:1 traget_cur:1 ic/722/1120620 ic/722/1120621

pred_cur:1 traget_cur:1 ic/725/1297630 ic/725/1297631

pred_cur:1 traget_cur:1 ic/797/5039620 ic/797/5039621

pred_cur:1 traget_cur:1 ic/712/592130 ic/712/592131

pred_cur:1 traget_cur:1 ic/768/3484640 ic/768/3484641

pred_cur:1 traget_cur:1 ic/757/2947610 ic/757/2947611

pred_cur:1 traget_cur:1 ic/771/3658100 ic/771/3658101

pred_cur:1 traget_cur:1 ic/722/1117620 ic/722/1117621

pred_cur:1 traget_cur:1 ic/723/1175610 ic/723/1175611

pred_cur:1 traget_cur:1 ic/725/1281130 ic/725/1281131

pred_cur:1 traget_cur:1 ic/759/3041100 ic/759/3041101

pred_cur:1 traget_cur:1 ic/703/109640 ic/703/109641

pred_cur:1 traget_cur:1 ic/775/3868630 ic/775/3868631

pred_cur:1 traget_cur:1 ic/755/2831140 ic/755/2831141

pred_cur:1 traget_cur:1 ic/753/2745140 ic/753/2745141

pred_cur:1 traget_cur:1 ic/733/1673630 ic/733/1673631

pred_cur:1 traget_cur:1 ic/728/1442140 ic/728/1442141

pred_cur:1 traget_cur:1 ic/743/2206110 ic/743/2206111

pred_cur:0 traget_cur:1 ic/785/4415120 ic/785/4415121

pred_cur:1 traget_cur:1 ic/725/1277630 ic/725/1277631

pred_cur:1 traget_cur:1 ic/710/473130 ic/710/473131

pred_cur:0 traget_cur:1 ic/706/302130 ic/706/302131

pred_cur:1 traget_cur:1 ic/797/4997130 ic/797/4997131

pred_cur:1 traget_cur:1 ic/757/2949630 ic/757/2949631

pred_cur:1 traget_cur:1 ic/746/2373140 ic/746/2373141

pred_cur:1 traget_cur:1 ic/740/2043140 ic/740/2043141

pred_cur:1 traget_cur:1 ic/759/3047100 ic/759/3047101

pred_cur:1 traget_cur:1 ic/782/4219620 ic/782/4219621

pred_cur:1 traget_cur:1 ic/716/782100 ic/716/782101

pred_cur:1 traget_cur:1 ic/709/460130 ic/709/460131

pred_cur:1 traget_cur:1 ic/786/4444630 ic/786/4444631

pred_cur:1 traget_cur:1 ic/796/4943620 ic/796/4943621

pred_cur:1 traget_cur:1 ic/733/1684130 ic/733/1684131

pred_cur:1 traget_cur:1 ic/747/2410600 ic/747/2410601

pred_cur:1 traget_cur:1 ic/725/1248620 ic/725/1248621

pred_cur:1 traget_cur:1 ic/743/2200610 ic/743/2200611

pred_cur:0 traget_cur:1 ic/796/4972120 ic/796/4972121

pred_cur:1 traget_cur:1 ic/795/4904100 ic/795/4904101

pred_cur:1 traget_cur:1 ic/709/432130 ic/709/432131

pred_cur:1 traget_cur:1 ic/727/1392110 ic/727/1392111

pred_cur:1 traget_cur:1 ic/731/1563100 ic/731/1563101

pred_cur:1 traget_cur:1 ic/795/4934110 ic/795/4934111

pred_cur:1 traget_cur:1 ic/762/3200130 ic/762/3200131

pred_cur:1 traget_cur:1 ic/774/3837630 ic/774/3837631

pred_cur:1 traget_cur:1 ic/769/3548600 ic/769/3548601

pred_cur:1 traget_cur:1 ic/745/2306130 ic/745/2306131

pred_cur:1 traget_cur:1 ic/768/3495110 ic/768/3495111

pred_cur:1 traget_cur:1 ic/737/1897640 ic/737/1897641

pred_cur:1 traget_cur:1 ic/798/5064640 ic/798/5064641

pred_cur:1 traget_cur:1 ic/740/2038130 ic/740/2038131

pred_cur:1 traget_cur:1 ic/728/1420630 ic/728/1420631

pred_cur:1 traget_cur:1 ic/734/1760110 ic/734/1760111

pred_cur:1 traget_cur:1 ic/782/4212610 ic/782/4212611

pred_cur:1 traget_cur:1 ic/737/1889130 ic/737/1889131

pred_cur:1 traget_cur:1 ic/793/4791140 ic/793/4791141

pred_cur:1 traget_cur:1 ic/753/2748620 ic/753/2748621

pred_cur:1 traget_cur:1 ic/752/2683140 ic/752/2683141

pred_cur:1 traget_cur:1 ic/761/3144610 ic/761/3144611

pred_cur:1 traget_cur:1 ic/718/917130 ic/718/917131

pred_cur:1 traget_cur:1 ic/777/3980120 ic/777/3980121

pred_cur:0 traget_cur:1 ic/754/2767630 ic/754/2767631

pred_cur:0 traget_cur:1 ic/738/1934610 ic/738/1934611

pred_cur:1 traget_cur:1 ic/745/2315620 ic/745/2315621

pred_cur:1 traget_cur:1 ic/774/3847110 ic/774/3847111

pred_cur:1 traget_cur:1 ic/713/675600 ic/713/675601

pred_cur:1 traget_cur:1 ic/723/1194110 ic/723/1194111

pred_cur:1 traget_cur:1 ic/732/1649600 ic/732/1649601

pred_cur:1 traget_cur:1 ic/728/1418130 ic/728/1418131

pred_cur:1 traget_cur:1 ic/790/4661120 ic/790/4661121

pred_cur:0 traget_cur:1 ic/761/3167640 ic/761/3167641

pred_cur:0 traget_cur:1 ic/783/4305100 ic/783/4305101

pred_cur:1 traget_cur:1 ic/715/736620 ic/715/736621

pred_cur:1 traget_cur:1 ic/727/1359640 ic/727/1359641

pred_cur:1 traget_cur:1 ic/741/2130120 ic/741/2130121

pred_cur:1 traget_cur:1 ic/790/4632100 ic/790/4632101

pred_cur:1 traget_cur:1 ic/757/2963620 ic/757/2963621

pred_cur:1 traget_cur:1 ic/735/1781620 ic/735/1781621

pred_cur:1 traget_cur:1 ic/736/1835120 ic/736/1835121

pred_cur:1 traget_cur:1 ic/755/2852640 ic/755/2852641

pred_cur:1 traget_cur:1 ic/727/1389140 ic/727/1389141

pred_cur:1 traget_cur:1 ic/709/456630 ic/709/456631

pred_cur:1 traget_cur:1 ic/729/1472600 ic/729/1472601

pred_cur:1 traget_cur:1 ic/768/3528120 ic/768/3528121

pred_cur:1 traget_cur:1 ic/705/248640 ic/705/248641

pred_cur:1 traget_cur:1 ic/733/1697630 ic/733/1697631

pred_cur:1 traget_cur:1 ic/771/3662640 ic/771/3662641

pred_cur:1 traget_cur:1 ic/737/1878110 ic/737/1878111

pred_cur:1 traget_cur:1 ic/778/4010140 ic/778/4010141

pred_cur:1 traget_cur:1 ic/762/3184100 ic/762/3184101

pred_cur:1 traget_cur:1 ic/784/4362130 ic/784/4362131

pred_cur:1 traget_cur:1 ic/753/2723640 ic/753/2723641

pred_cur:1 traget_cur:1 ic/746/2346120 ic/746/2346121

pred_cur:1 traget_cur:1 ic/742/2148620 ic/742/2148621

pred_cur:1 traget_cur:1 ic/744/2274630 ic/744/2274631

pred_cur:1 traget_cur:1 ic/728/1406610 ic/728/1406611

pred_cur:1 traget_cur:1 ic/713/632640 ic/713/632641

pred_cur:1 traget_cur:1 ic/713/656630 ic/713/656631

pred_cur:1 traget_cur:1 ic/763/3255130 ic/763/3255131

pred_cur:1 traget_cur:1 ic/754/2800130 ic/754/2800131

pred_cur:1 traget_cur:1 ic/739/2005630 ic/739/2005631

pred_cur:1 traget_cur:1 ic/722/1104610 ic/722/1104611

pred_cur:1 traget_cur:1 ic/793/4789100 ic/793/4789101

pred_cur:1 traget_cur:1 ic/788/4535100 ic/788/4535101

pred_cur:1 traget_cur:1 ic/790/4648130 ic/790/4648131

pred_cur:1 traget_cur:1 ic/731/1610140 ic/731/1610141

pred_cur:1 traget_cur:1 ic/765/3378140 ic/765/3378141

pred_cur:1 traget_cur:1 ic/704/170600 ic/704/170601

pred_cur:0 traget_cur:1 ic/786/4422640 ic/786/4422641

pred_cur:1 traget_cur:1 ic/764/3314620 ic/764/3314621

pred_cur:1 traget_cur:1 ic/706/283620 ic/706/283621

pred_cur:1 traget_cur:1 ic/773/3763130 ic/773/3763131

pred_cur:1 traget_cur:1 ic/756/2906600 ic/756/2906601

pred_cur:1 traget_cur:1 ic/740/2071610 ic/740/2071611

pred_cur:0 traget_cur:1 ic/701/4600 ic/701/4601

pred_cur:1 traget_cur:1 ic/701/35110 ic/701/35111

pred_cur:1 traget_cur:1 ic/765/3362630 ic/765/3362631

pred_cur:1 traget_cur:1 ic/773/3792100 ic/773/3792101

pred_cur:1 traget_cur:1 ic/740/2074600 ic/740/2074601

pred_cur:1 traget_cur:1 ic/742/2153630 ic/742/2153631

pred_cur:1 traget_cur:1 ic/717/858630 ic/717/858631

pred_cur:1 traget_cur:1 ic/747/2395140 ic/747/2395141

pred_cur:1 traget_cur:1 ic/770/3612110 ic/770/3612111

pred_cur:1 traget_cur:1 ic/792/4736110 ic/792/4736111

pred_cur:1 traget_cur:1 ic/753/2724140 ic/753/2724141

pred_cur:1 traget_cur:1 ic/797/5040110 ic/797/5040111

pred_cur:1 traget_cur:1 ic/749/2547120 ic/749/2547121

pred_cur:1 traget_cur:1 ic/723/1163610 ic/723/1163611

pred_cur:1 traget_cur:1 ic/766/3394100 ic/766/3394101

pred_cur:1 traget_cur:1 ic/731/1561620 ic/731/1561621

pred_cur:0 traget_cur:1 ic/785/4390100 ic/785/4390101

pred_cur:1 traget_cur:1 ic/774/3838600 ic/774/3838601

pred_cur:1 traget_cur:1 ic/788/4548640 ic/788/4548641

pred_cur:1 traget_cur:1 ic/747/2407110 ic/747/2407111

pred_cur:1 traget_cur:1 ic/740/2033120 ic/740/2033121

pred_cur:1 traget_cur:1 ic/726/1306100 ic/726/1306101

pred_cur:1 traget_cur:1 ic/793/4805140 ic/793/4805141

pred_cur:1 traget_cur:1 ic/723/1162110 ic/723/1162111

pred_cur:1 traget_cur:1 ic/781/4170110 ic/781/4170111

pred_cur:1 traget_cur:1 ic/763/3268140 ic/763/3268141

pred_cur:1 traget_cur:1 ic/723/1152640 ic/723/1152641

pred_cur:0 traget_cur:1 ic/703/122600 ic/703/122601

pred_cur:1 traget_cur:1 ic/735/1799100 ic/735/1799101

pred_cur:0 traget_cur:1 ic/738/1950600 ic/738/1950601

pred_cur:1 traget_cur:1 ic/760/3103110 ic/760/3103111

pred_cur:1 traget_cur:1 ic/701/1130 ic/701/1131

pred_cur:1 traget_cur:1 ic/726/1317130 ic/726/1317131

pred_cur:1 traget_cur:1 ic/755/2823640 ic/755/2823641

pred_cur:1 traget_cur:1 ic/758/3006120 ic/758/3006121

pred_cur:1 traget_cur:1 ic/778/4029130 ic/778/4029131

pred_cur:1 traget_cur:1 ic/716/823620 ic/716/823621

pred_cur:1 traget_cur:1 ic/788/4533140 ic/788/4533141

pred_cur:1 traget_cur:1 ic/763/3273100 ic/763/3273101

pred_cur:1 traget_cur:1 ic/748/2492630 ic/748/2492631

pred_cur:1 traget_cur:1 ic/756/2864630 ic/756/2864631

pred_cur:1 traget_cur:1 ic/767/3449620 ic/767/3449621

pred_cur:1 traget_cur:1 ic/713/631120 ic/713/631121

pred_cur:1 traget_cur:1 ic/750/2582640 ic/750/2582641

pred_cur:1 traget_cur:1 ic/787/4482640 ic/787/4482641

pred_cur:1 traget_cur:1 ic/730/1549100 ic/730/1549101

pred_cur:1 traget_cur:1 ic/724/1208110 ic/724/1208111

pred_cur:1 traget_cur:1 ic/757/2914100 ic/757/2914101

pred_cur:1 traget_cur:1 ic/787/4507110 ic/787/4507111

pred_cur:1 traget_cur:1 ic/731/1560130 ic/731/1560131

pred_cur:1 traget_cur:1 ic/762/3221630 ic/762/3221631

pred_cur:1 traget_cur:1 ic/732/1620110 ic/732/1620111

pred_cur:1 traget_cur:1 ic/731/1588640 ic/731/1588641

pred_cur:1 traget_cur:1 ic/793/4830630 ic/793/4830631

pred_cur:1 traget_cur:1 ic/752/2677120 ic/752/2677121

pred_cur:1 traget_cur:1 ic/709/437130 ic/709/437131

pred_cur:1 traget_cur:1 ic/778/4034610 ic/778/4034611

pred_cur:1 traget_cur:1 ic/776/3932120 ic/776/3932121

pred_cur:1 traget_cur:1 ic/794/4849610 ic/794/4849611

pred_cur:1 traget_cur:1 ic/704/164100 ic/704/164101

pred_cur:1 traget_cur:1 ic/742/2178640 ic/742/2178641

pred_cur:1 traget_cur:1 ic/702/56620 ic/702/56621

pred_cur:1 traget_cur:1 ic/718/889100 ic/718/889101

pred_cur:1 traget_cur:1 ic/719/979120 ic/719/979121

pred_cur:1 traget_cur:1 ic/725/1255140 ic/725/1255141

pred_cur:1 traget_cur:1 ic/797/4999140 ic/797/4999141

pred_cur:1 traget_cur:1 ic/708/405140 ic/708/405141

pred_cur:1 traget_cur:1 ic/785/4385630 ic/785/4385631

pred_cur:1 traget_cur:1 ic/761/3145120 ic/761/3145121

pred_cur:1 traget_cur:1 ic/780/4129130 ic/780/4129131

pred_cur:1 traget_cur:1 ic/742/2167100 ic/742/2167101

pred_cur:1 traget_cur:1 ic/708/366620 ic/708/366621

pred_cur:1 traget_cur:1 ic/781/4188100 ic/781/4188101

pred_cur:1 traget_cur:1 ic/776/3947140 ic/776/3947141

pred_cur:1 traget_cur:1 ic/780/4109630 ic/780/4109631

pred_cur:1 traget_cur:1 ic/706/261640 ic/706/261641

pred_cur:1 traget_cur:1 ic/748/2474620 ic/748/2474621

pred_cur:1 traget_cur:1 ic/751/2614620 ic/751/2614621

pred_cur:1 traget_cur:1 ic/747/2407620 ic/747/2407621

pred_cur:1 traget_cur:1 ic/770/3602600 ic/770/3602601

pred_cur:1 traget_cur:1 ic/719/954140 ic/719/954141

pred_cur:1 traget_cur:1 ic/743/2187140 ic/743/2187141

pred_cur:1 traget_cur:1 ic/739/2015620 ic/739/2015621

pred_cur:0 traget_cur:1 ic/782/4256600 ic/782/4256601

pred_cur:1 traget_cur:1 ic/785/4382100 ic/785/4382101

pred_cur:1 traget_cur:1 ic/736/1828610 ic/736/1828611

pred_cur:1 traget_cur:1 ic/764/3317110 ic/764/3317111

pred_cur:1 traget_cur:1 ic/730/1518640 ic/730/1518641

pred_cur:0 traget_cur:1 ic/741/2115140 ic/741/2115141

pred_cur:1 traget_cur:1 ic/733/1694120 ic/733/1694121

pred_cur:1 traget_cur:1 ic/763/3267140 ic/763/3267141

pred_cur:1 traget_cur:1 ic/741/2123600 ic/741/2123601

pred_cur:1 traget_cur:1 ic/785/4413620 ic/785/4413621

pred_cur:1 traget_cur:1 ic/726/1300140 ic/726/1300141

pred_cur:1 traget_cur:1 ic/787/4491630 ic/787/4491631

pred_cur:1 traget_cur:1 ic/791/4710100 ic/791/4710101

pred_cur:0 traget_cur:1 ic/748/2458600 ic/748/2458601

pred_cur:1 traget_cur:1 ic/731/1588110 ic/731/1588111

pred_cur:1 traget_cur:1 ic/728/1444600 ic/728/1444601

pred_cur:1 traget_cur:1 ic/778/4013120 ic/778/4013121

pred_cur:1 traget_cur:1 ic/716/798120 ic/716/798121

pred_cur:1 traget_cur:1 ic/753/2750630 ic/753/2750631

pred_cur:1 traget_cur:1 ic/797/5000630 ic/797/5000631

pred_cur:1 traget_cur:1 ic/759/3020610 ic/759/3020611

pred_cur:1 traget_cur:1 ic/780/4150600 ic/780/4150601

pred_cur:1 traget_cur:1 ic/748/2462630 ic/748/2462631

pred_cur:1 traget_cur:1 ic/781/4189630 ic/781/4189631

pred_cur:1 traget_cur:1 ic/758/2985600 ic/758/2985601

pred_cur:1 traget_cur:1 ic/784/4335610 ic/784/4335611

pred_cur:1 traget_cur:1 ic/726/1317630 ic/726/1317631

pred_cur:1 traget_cur:1 ic/726/1318640 ic/726/1318641

pred_cur:1 traget_cur:1 ic/727/1394100 ic/727/1394101

pred_cur:1 traget_cur:1 ic/762/3222100 ic/762/3222101

pred_cur:1 traget_cur:1 ic/731/1565640 ic/731/1565641

pred_cur:1 traget_cur:1 ic/754/2772630 ic/754/2772631

pred_cur:1 traget_cur:1 ic/716/822640 ic/716/822641

pred_cur:1 traget_cur:1 ic/722/1125600 ic/722/1125601

pred_cur:1 traget_cur:1 ic/745/2296120 ic/745/2296121

pred_cur:1 traget_cur:1 ic/728/1443100 ic/728/1443101

pred_cur:0 traget_cur:1 ic/795/4936110 ic/795/4936111

pred_cur:1 traget_cur:1 ic/724/1228620 ic/724/1228621

pred_cur:1 traget_cur:1 ic/778/4050110 ic/778/4050111

pred_cur:1 traget_cur:1 ic/703/147120 ic/703/147121

pred_cur:1 traget_cur:1 ic/731/1590140 ic/731/1590141

pred_cur:1 traget_cur:1 ic/731/1562110 ic/731/1562111

pred_cur:1 traget_cur:1 ic/754/2763100 ic/754/2763101

pred_cur:1 traget_cur:1 ic/750/2573620 ic/750/2573621

pred_cur:1 traget_cur:1 ic/795/4895100 ic/795/4895101

pred_cur:1 traget_cur:1 ic/715/738600 ic/715/738601

pred_cur:1 traget_cur:1 ic/703/129140 ic/703/129141

pred_cur:1 traget_cur:1 ic/766/3385100 ic/766/3385101

pred_cur:1 traget_cur:1 ic/791/4689610 ic/791/4689611

pred_cur:1 traget_cur:1 ic/736/1849600 ic/736/1849601

pred_cur:1 traget_cur:1 ic/800/5174140 ic/800/5174141

pred_cur:1 traget_cur:1 ic/711/570100 ic/711/570101

pred_cur:1 traget_cur:1 ic/775/3857600 ic/775/3857601

pred_cur:1 traget_cur:1 ic/776/3911630 ic/776/3911631

pred_cur:1 traget_cur:1 ic/730/1541130 ic/730/1541131

pred_cur:1 traget_cur:1 ic/701/15140 ic/701/15141

pred_cur:1 traget_cur:1 ic/748/2470600 ic/748/2470601

pred_cur:1 traget_cur:1 ic/755/2840110 ic/755/2840111

pred_cur:1 traget_cur:1 ic/787/4506110 ic/787/4506111

pred_cur:1 traget_cur:1 ic/730/1511130 ic/730/1511131

pred_cur:0 traget_cur:1 ic/762/3189640 ic/762/3189641

pred_cur:1 traget_cur:1 ic/742/2179630 ic/742/2179631

pred_cur:1 traget_cur:1 ic/782/4240610 ic/782/4240611

pred_cur:1 traget_cur:1 ic/702/91110 ic/702/91111

pred_cur:1 traget_cur:1 ic/715/734100 ic/715/734101

pred_cur:1 traget_cur:1 ic/753/2716620 ic/753/2716621

pred_cur:1 traget_cur:1 ic/772/3733110 ic/772/3733111

pred_cur:1 traget_cur:1 ic/800/5164620 ic/800/5164621

pred_cur:1 traget_cur:1 ic/791/4723110 ic/791/4723111

pred_cur:1 traget_cur:1 ic/701/16120 ic/701/16121

pred_cur:1 traget_cur:1 ic/756/2864140 ic/756/2864141

pred_cur:1 traget_cur:1 ic/709/427130 ic/709/427131

pred_cur:1 traget_cur:1 ic/728/1413640 ic/728/1413641

pred_cur:1 traget_cur:1 ic/712/590120 ic/712/590121

pred_cur:1 traget_cur:1 ic/712/584120 ic/712/584121

pred_cur:1 traget_cur:1 ic/736/1823600 ic/736/1823601

pred_cur:1 traget_cur:1 ic/708/394130 ic/708/394131

pred_cur:1 traget_cur:1 ic/703/125100 ic/703/125101

pred_cur:1 traget_cur:1 ic/736/1849130 ic/736/1849131

pred_cur:1 traget_cur:1 ic/733/1679610 ic/733/1679611

pred_cur:1 traget_cur:1 ic/773/3775640 ic/773/3775641

pred_cur:1 traget_cur:1 ic/732/1628640 ic/732/1628641

pred_cur:1 traget_cur:1 ic/735/1801140 ic/735/1801141

pred_cur:1 traget_cur:1 ic/728/1437600 ic/728/1437601

pred_cur:1 traget_cur:1 ic/717/833600 ic/717/833601

pred_cur:1 traget_cur:1 ic/723/1164610 ic/723/1164611

pred_cur:1 traget_cur:1 ic/789/4613640 ic/789/4613641

pred_cur:1 traget_cur:1 ic/708/366130 ic/708/366131

pred_cur:1 traget_cur:1 ic/798/5066130 ic/798/5066131

pred_cur:1 traget_cur:1 ic/790/4644130 ic/790/4644131

pred_cur:1 traget_cur:1 ic/737/1902110 ic/737/1902111

pred_cur:1 traget_cur:1 ic/786/4424140 ic/786/4424141

pred_cur:1 traget_cur:1 ic/718/917620 ic/718/917621

pred_cur:1 traget_cur:1 ic/760/3078100 ic/760/3078101

pred_cur:1 traget_cur:1 ic/726/1347100 ic/726/1347101

pred_cur:1 traget_cur:1 ic/794/4852600 ic/794/4852601

pred_cur:1 traget_cur:1 ic/774/3840130 ic/774/3840131

pred_cur:1 traget_cur:1 ic/771/3644620 ic/771/3644621

pred_cur:1 traget_cur:1 ic/749/2502100 ic/749/2502101

pred_cur:1 traget_cur:1 ic/725/1288100 ic/725/1288101

pred_cur:1 traget_cur:1 ic/737/1883120 ic/737/1883121

pred_cur:1 traget_cur:1 ic/714/702110 ic/714/702111

pred_cur:1 traget_cur:1 ic/706/272140 ic/706/272141

pred_cur:1 traget_cur:1 ic/719/950110 ic/719/950111

pred_cur:1 traget_cur:1 ic/769/3552120 ic/769/3552121

pred_cur:1 traget_cur:1 ic/733/1669600 ic/733/1669601

pred_cur:1 traget_cur:1 ic/710/494120 ic/710/494121

pred_cur:1 traget_cur:1 ic/784/4345610 ic/784/4345611

pred_cur:1 traget_cur:1 ic/751/2611620 ic/751/2611621

pred_cur:1 traget_cur:1 ic/744/2280120 ic/744/2280121

pred_cur:1 traget_cur:1 ic/800/5191100 ic/800/5191101

pred_cur:1 traget_cur:1 ic/718/931120 ic/718/931121

pred_cur:1 traget_cur:1 ic/791/4698110 ic/791/4698111

pred_cur:1 traget_cur:1 ic/771/3659610 ic/771/3659611

pred_cur:1 traget_cur:1 ic/759/3043630 ic/759/3043631

pred_cur:1 traget_cur:1 ic/785/4387100 ic/785/4387101

pred_cur:1 traget_cur:1 ic/778/4053640 ic/778/4053641

pred_cur:1 traget_cur:1 ic/719/938140 ic/719/938141

pred_cur:1 traget_cur:1 ic/768/3507620 ic/768/3507621

pred_cur:1 traget_cur:1 ic/775/3856110 ic/775/3856111

pred_cur:1 traget_cur:1 ic/704/157610 ic/704/157611

pred_cur:1 traget_cur:1 ic/778/4054130 ic/778/4054131

pred_cur:1 traget_cur:1 ic/745/2337600 ic/745/2337601

pred_cur:1 traget_cur:1 ic/750/2568640 ic/750/2568641

pred_cur:1 traget_cur:1 ic/774/3810610 ic/774/3810611

pred_cur:1 traget_cur:1 ic/772/3695630 ic/772/3695631

pred_cur:1 traget_cur:1 ic/771/3679130 ic/771/3679131

pred_cur:1 traget_cur:1 ic/780/4110630 ic/780/4110631

pred_cur:1 traget_cur:1 ic/725/1258100 ic/725/1258101

pred_cur:1 traget_cur:1 ic/756/2899110 ic/756/2899111

pred_cur:1 traget_cur:1 ic/755/2841640 ic/755/2841641

pred_cur:1 traget_cur:1 ic/793/4824620 ic/793/4824621

pred_cur:1 traget_cur:1 ic/703/136600 ic/703/136601

pred_cur:1 traget_cur:1 ic/746/2342640 ic/746/2342641

pred_cur:1 traget_cur:1 ic/774/3812620 ic/774/3812621

pred_cur:1 traget_cur:1 ic/799/5120630 ic/799/5120631

pred_cur:0 traget_cur:1 ic/783/4312620 ic/783/4312621

pred_cur:1 traget_cur:1 ic/780/4112100 ic/780/4112101

pred_cur:1 traget_cur:1 ic/739/1996610 ic/739/1996611

